"ID заявки";"ID клиента";"ProductID";"ShopID";"Год заявки";"Дата доставки";"Дата заявки";"Дата заявки (scale)";"Дата и время доставки";"Дата и время заявки";"Доставка (точка)";"Доставка - округ";"Доставка - район";"Доставка - тип";"Клиент";"Клиент - пол";"Клиент - статус";"Клиент- дата рождения";"Магазин";"Магазин (точка)";"Магазин - адрес";"Магазин - район";"Месяц заявки";"Продукт";"Продукт - бренд";"Продукт - категория";"Продукт - подкатегория";"Тип  оплаты";"Время доставки, дн.";"Продажа, ₽";"Скидка, ₽";"Среднее число продуктов в заказе";"Средний чек";"Число заявок";"Число клиентов";"Число магазинов"
2016-480806;GCZ2T;prd-37;sp-15;2020;09.01.1974;15.11.2020;01.11.2020;09.01.1974 06:08:00;15.11.2020 12:40:00;[55.881481466,37.708418156];СВАО;Лосиноостровский;Самовывоз;Порхун Вера Семёновна;Женщина;Базовый;1994-06-20;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.11.2020;Выпрямитель для волос;TechBeauty;Техника для дома;Техника для красоты и здоровья;Наличные;"";833;0;1;833;1;1;1
2016-508248;T5kSu;prd-38;sp-20;2020;09.01.1974;22.11.2020;01.11.2020;09.01.1974 06:08:00;22.11.2020 23:07:00;[55.669951944,37.549037838];ЮЗАО;Обручевский;Самовывоз;Костык Лидия Васильевна;Женщина;Базовый;1970-05-21;Йота;[55.591001279,37.606876613];город Москва, улица Газопровод, дом 9А;Чертаново Южное;01.11.2020;Увлажнитель воздуха;Фабрика комфорта;Техника для дома;Техника для красоты и здоровья;Наличные;"";5657;0;1;5657;1;1;1
2016-606737;oTdDT;prd-36;sp-11;2020;08.12.2020;03.12.2020;01.12.2020;08.12.2020 20:38:00;03.12.2020 17:39:00;[55.861197497,37.497860057];САО;Ховрино;Доставка;Раубе Валентина Викторовна;Женщина;Базовый;1991-09-04;Тау;[55.86161123,37.51313997];город Москва, Флотская улица, дом 25;Головинский;01.12.2020;Фен портативный;TechBeauty;Техника для дома;Техника для красоты и здоровья;Банковская карта;5.124305555555556;521;0;3;521;1;1;1
2016-973575;c9kma;prd-29;sp-11;2020;09.01.1974;07.12.2020;01.12.2020;09.01.1974 06:08:00;07.12.2020 11:50:00;[55.825035042,37.521841411];САО;Коптево;Самовывоз;Токарев Юрий Денисович;Мужчина;Базовый;1987-09-07;Тау;[55.86161123,37.51313997];город Москва, Флотская улица, дом 25;Головинский;01.12.2020;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";264;0;1;264;1;1;1
2016-533271;agBo4;prd-11;sp-15;2020;09.01.1974;08.12.2020;01.12.2020;09.01.1974 06:08:00;08.12.2020 21:49:00;[55.708436631,37.807924004];ЮВАО;Выхино-Жулебино;Самовывоз;Свешников Александр Владимирович;Мужчина;Базовый;1970-12-09;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.12.2020;Порошок для стирки вещей органический;Чистый дом;Бытовая химия;Моющие средства;Наличные;"";631;0;2;631;1;1;1
2016-615921;is30E;prd-22;sp-18;2020;27.06.2020;20.06.2020;01.06.2020;27.06.2020 10:52:00;20.06.2020 19:42:00;[55.736193019,37.851557362];ВАО;Новокосино;Доставка;Калашников Леонид Иванович;Мужчина;Базовый;1973-09-04;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.06.2020;Зубная паста отбеливающая;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;6.631944444444445;83;0;4;83;1;1;1
2016-569148;CgsZ1;prd-11;sp-18;2020;09.01.1974;25.12.2020;01.12.2020;09.01.1974 06:08:00;25.12.2020 19:22:00;[55.62471734,37.704660558];ЮАО;Орехово-Борисово Северное;Самовывоз;Котельников Валерий Владимирович;Мужчина;Базовый;1989-10-23;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.12.2020;Порошок для стирки вещей органический;Чистый дом;Бытовая химия;Моющие средства;Банковская карта;"";631;0;2;631;1;1;1
2016-589623;68FGU;prd-14;sp-23;2020;09.01.1974;16.12.2020;01.12.2020;09.01.1974 06:08:00;16.12.2020 14:19:00;[55.766120363,37.662883846];ЦАО;Басманный;Самовывоз;Савицкая Светлана Евгеньевна;Женщина;Базовый;1974-04-11;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.12.2020;Средство для мытья посуды с ароматом лимона;Мойдодыр;Бытовая химия;Моющие средства;Наличные;"";353;0;2;353;1;1;1
2016-077789;OgzBh;prd-29;sp-22;2020;09.01.1974;01.12.2020;01.12.2020;09.01.1974 06:08:00;01.12.2020 13:16:00;[55.652672133,37.521782639];ЮЗАО;Коньково;Самовывоз;Нефедов Сергей Иванович;Мужчина;Серебряный;1987-05-06;Омега;[55.665135883,37.516913389];город Москва, улица Новаторов, дом 4, корпус 8;Обручевский;01.12.2020;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";262;0;3;262;1;1;1
2016-877125;uzc9N;prd-11;sp-18;2020;09.01.1974;09.08.2020;01.08.2020;09.01.1974 06:08:00;09.08.2020 12:22:00;[55.790256681,37.78964272];ВАО;Измайлово;Самовывоз;Ларин Михаил Алексеевич;Мужчина;Серебряный;1985-10-04;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.08.2020;Порошок для стирки вещей органический;Чистый дом;Бытовая химия;Моющие средства;Наличные;"";631;0;4;631;1;1;1
2016-896336;8do4b;prd-29;sp-21;2020;09.01.1974;12.05.2020;01.05.2020;09.01.1974 06:08:00;12.05.2020 14:52:00;[55.751424948,37.501908062];ЗАО;Филёвский Парк;Самовывоз;Янина Юлия Павловна;Женщина;Золотой;1979-05-11;Сигма;[55.772185093,37.488024823];город Москва, улица Демьяна Бедного, дом 8;Хорошёво-Мнёвники;01.05.2020;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";262;0;4;262;1;1;1
2016-328873;5CirM;prd-13;sp-16;2020;09.01.1974;02.05.2020;01.05.2020;09.01.1974 06:08:00;02.05.2020 22:10:00;[55.656037454,37.614473853];ЮАО;Нагорный;Самовывоз;Бочкарев Александр Анатольевич;Мужчина;Золотой;1970-06-21;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.05.2020;Гель для стирки цветных вещей;Чистый дом;Бытовая химия;Моющие средства;Наличные;"";469;0;1;469;1;1;1
2016-023701;fzixK;prd-28;sp-13;2020;09.01.1974;26.02.2020;01.02.2020;09.01.1974 06:08:00;26.02.2020 12:06:00;[55.715798467,37.44042462];ЗАО;Можайский;Самовывоз;Маняхин Владислав Анатольевич;Мужчина;Серебряный;1994-04-06;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.02.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";2078;0;3;2078;1;1;1
2016-600451;CTcPN;prd-15;sp-23;2020;09.01.1974;16.08.2020;01.08.2020;09.01.1974 06:08:00;16.08.2020 12:25:00;[55.795806663,37.698463337];ВАО;Сокольники;Самовывоз;Селиванов Александр Борисович;Мужчина;Серебряный;1993-09-17;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.08.2020;Раствор для мытья полов;БиоДом;Бытовая химия;Моющие средства;Наличные;"";136;0;5;136;1;1;1
2016-983560;RmA9y;prd-22;sp-18;2020;09.01.1974;07.04.2020;01.04.2020;09.01.1974 06:08:00;07.04.2020 15:36:00;[55.814312408,37.824427305];ВАО;Гольяново;Самовывоз;Карцевский Вячеслав Валерьевич;Мужчина;Золотой;1994-07-20;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.04.2020;Зубная паста отбеливающая;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;"";83;0;1;83;1;1;1
2016-608488;wqXeD;prd-22;sp-17;2020;09.01.1974;14.02.2020;01.02.2020;09.01.1974 06:08:00;14.02.2020 16:11:00;[55.840591758,37.539703816];САО;Коптево;Самовывоз;Рахе Дмитрий Юрьевич;Мужчина;Золотой;1971-07-20;Эпсилон;[55.623839092,37.734113107];город Москва, Ореховый проезд, дом 17, корпус 2;Зябликово;01.02.2020;Зубная паста отбеливающая;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;"";82;0;3;82;1;1;1
2016-242503;USojD;prd-17;sp-23;2020;09.01.1974;09.11.2020;01.11.2020;09.01.1974 06:08:00;09.11.2020 15:08:00;[55.78888186,37.689697372];ВАО;Сокольники;Самовывоз;Плетнева Тамара Васильевна;Женщина;Базовый;1987-01-31;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.11.2020;Универсальное чистящее средство "Мойдодыр";Мойдодыр;Бытовая химия;Чистящие средства;Банковская карта;"";299;0;4;299;1;1;1
2016-644739;HPvPG;prd-37;sp-14;2020;09.01.1974;21.10.2020;01.10.2020;09.01.1974 06:08:00;21.10.2020 17:06:00;[55.765424143,37.622333832];ЦАО;Мещанский;Самовывоз;Демидова Анастасия Николаевна;Женщина;Серебряный;1994-04-12;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.10.2020;Выпрямитель для волос;TechBeauty;Техника для дома;Техника для красоты и здоровья;Наличные;"";833;0;1;833;1;1;1
2016-229210;Vx94e;prd-27;sp-14;2020;09.01.1974;25.09.2020;01.09.2020;09.01.1974 06:08:00;25.09.2020 20:19:00;[55.723983007,37.630969881];ЦАО;Замоскворечье;Самовывоз;Беширов Рустам Пиримович;Мужчина;Базовый;1976-06-20;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.09.2020;Декоративный букет;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";789;0;2;789;1;1;1
